tcm_id,name,name_cn,level,path,parent_id,definition,synonyms,synonyms_cn,xref_umls,xref_snomed,xref_icd11,xref_mesh
TCM:1200000,Treatment Principles and Methods,治则治法,1,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods,TCM:0000001,Fundamental treatment principles and therapeutic strategies bridging diagnosis and treatment,,,,,,
TCM:1300000,Health Preservation and Prevention,养生与预防,1,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention,TCM:0000001,TCM approaches to maintaining health and preventing disease (Yangsheng),,,,,,
TCM:1400000,Ethnic Traditional Medicine,民族医药,1,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine,TCM:0000001,Traditional medicine systems of China's ethnic minorities,,,,,,
TCM:0101000,Herbal Medicine,草药,2,Traditional_Chinese_Medicine.Materia_Medica.Herbal_Medicine,TCM:0100000,Plant-derived medicinal materials,,,C0019240,419666003,,
TCM:0601000,TCM Disease Entities,中医病名,2,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Disease_Entities,TCM:0600000,Named diseases in TCM nosology,,,,,,
TCM:0301000,Acupuncture,针刺疗法,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Acupuncture,TCM:0300000,Treatment using needle insertion at specific points,,,C0394664,44868003,TM1:QA00,
TCM:1301000,Seasonal Health Preservation,四时养生,2,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Seasonal_Health_Preservation,TCM:1300000,Health maintenance adapted to four seasons,,,,,,
TCM:0501000,Inspection Diagnosis,望诊,2,Traditional_Chinese_Medicine.Diagnostic_Methods.Inspection_Diagnosis,TCM:0500000,Visual observation including tongue and complexion,,,,,,
TCM:0701000,Acupoints,腧穴,2,Traditional_Chinese_Medicine.Anatomical_Concepts.Acupoints,TCM:0700000,Specific points for acupuncture and related therapies,,,C0000777,,,
TCM:1101000,TCM Pharmacopoeia Standards,药典标准,2,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Pharmacopoeia_Standards,TCM:1100000,Official pharmacopoeia entries and standards,,,,,,
TCM:0201000,Formula Composition Principles,组方原则,2,Traditional_Chinese_Medicine.Formulas_and_Preparations.Classical_Formulas,TCM:0200000,Principles governing the composition of prescriptions,,,,,,
TCM:0801000,Drug Properties,药性,2,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Properties,TCM:0800000,"Four natures, five flavors, channel tropism",,,,,,
TCM:1001000,Medical Classics,医学经典,2,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Medical_Classics,TCM:1000000,Foundational texts of TCM,,,,,,
TCM:1401000,Tibetan Medicine,藏医药,2,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Tibetan_Medicine,TCM:1400000,Traditional medicine of the Tibetan people (Sowa Rigpa),,,,,,
TCM:0901000,Integrated TCM-Western Medicine,中西医结合,2,Traditional_Chinese_Medicine.Integration_and_Modernization.Integrated_TCM_Western_Medicine,TCM:0900000,Approaches combining TCM with Western medicine,,,,,,
TCM:0401000,Fundamental Theories,基础理论,2,Traditional_Chinese_Medicine.Theoretical_Concepts.Fundamental_Theories,TCM:0400000,"Core theoretical foundations including Yin-Yang, Five Elements",,,,,,
TCM:1201000,General Treatment Principles,基本治则,2,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.General_Treatment_Principles,TCM:1200000,Overarching principles governing all treatments,,,,,,
TCM:0202000,Classical Formulas,经典方剂,2,Traditional_Chinese_Medicine.Formulas_and_Preparations.Modern_Formulas,TCM:0200000,Traditional prescriptions from classical texts,,,,,,
TCM:1102000,TCM Practice Guidelines,诊疗指南,2,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Practice_Guidelines,TCM:1100000,Clinical practice guidelines for TCM,,,,,,
TCM:0402000,Zang-Fu Organs,脏腑,2,Traditional_Chinese_Medicine.Theoretical_Concepts.Zang_Fu_Organs,TCM:0400000,TCM organ system concepts,,,,,TM1:SF,
TCM:0702000,Body Regions,人体部位,2,Traditional_Chinese_Medicine.Anatomical_Concepts.Body_Regions,TCM:0700000,Body areas referenced in TCM,,,,,,
TCM:0802000,Drug Actions,药物功效分类,2,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Actions,TCM:0800000,"Therapeutic effects and functions of drugs, with representative herbs",,,,,,
TCM:0602000,TCM Syndrome Patterns,中医证型,2,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Syndrome_Patterns,TCM:0600000,Syndrome patterns used in diagnosis,,,,,TM1:SC,
TCM:0302000,Moxibustion,灸法,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Moxibustion,TCM:0300000,Treatment using heat from burning moxa,,,C0026552,52940005,,
TCM:1002000,Herbal Classics,本草经典,2,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Herbal_Classics,TCM:1000000,Classical materia medica literature,,,,,,
TCM:0502000,Auscultation and Olfaction,闻诊,2,Traditional_Chinese_Medicine.Diagnostic_Methods.Auscultation_and_Olfaction,TCM:0500000,Diagnosis through listening and smelling,,,,,,
TCM:1302000,Emotional Health Preservation,情志养生,2,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Emotional_Health_Preservation,TCM:1300000,Mental and emotional health maintenance,,,,,,
TCM:1402000,Mongolian Medicine,蒙医药,2,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Mongolian_Medicine,TCM:1400000,Traditional medicine of the Mongolian people,,,,,,
TCM:1202000,Eight Therapeutic Methods,八法,2,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Eight_Therapeutic_Methods,TCM:1200000,The eight major therapeutic strategies in TCM,,,,,,
TCM:0902000,TCM-derived Nanomaterials,中药纳米材料,2,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_derived_Nanomaterials,TCM:0900000,Nanotechnology applications in TCM,,,,,,
TCM:0102000,Animal-derived Medicine,动物药,2,Traditional_Chinese_Medicine.Materia_Medica.Animal_derived_Medicine,TCM:0100000,Medicinal substances derived from animals,,,C0003289,,,
TCM:1203000,Specific Treatment Strategies,具体治法,2,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Specific_Treatment_Strategies,TCM:1200000,Detailed treatment strategies derived from the Eight Methods,,,,,,
TCM:0203000,Formulas by Function,方剂功效分类,2,Traditional_Chinese_Medicine.Formulas_and_Preparations.Chinese_Patent_Medicine,TCM:0200000,Formulas classified by therapeutic function,,,,,,
TCM:0503000,Inquiry Diagnosis,问诊,2,Traditional_Chinese_Medicine.Diagnostic_Methods.Inquiry_Diagnosis,TCM:0500000,Diagnosis through questioning,,,,,,
TCM:0903000,TCM Informatics,中医信息学,2,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Informatics,TCM:0900000,Information technology applications in TCM,,,,,,
TCM:0303000,Cupping Therapy,拔罐疗法,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Cupping_Therapy,TCM:0300000,Treatment using suction cups on the body,,,C0394747,231063006,,
TCM:1403000,Uyghur Medicine,维医药,2,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Uyghur_Medicine,TCM:1400000,Traditional medicine of the Uyghur people,,,,,,
TCM:1103000,TCM Education Standards,教育标准,2,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Education_Standards,TCM:1100000,Standards for TCM education and certification,,,,,,
TCM:0803000,Drug Processing Methods,炮制方法,2,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Processing_Methods,TCM:0800000,"Traditional processing techniques for herbs (paozhi), the process that produces herbal pieces (yinpian)",,,,,,
TCM:0703000,Orifices and Tissues,官窍组织,2,Traditional_Chinese_Medicine.Anatomical_Concepts.Orifices_and_Tissues,TCM:0700000,Sensory organs and tissue types in TCM,,,,,,
TCM:0603000,TCM Symptoms and Signs,中医症状体征,2,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Symptoms_and_Signs,TCM:0600000,"Clinical manifestations in TCM terminology, classified by Zang-Fu",,,,,,
TCM:0103000,Mineral Medicine,矿物药,2,Traditional_Chinese_Medicine.Materia_Medica.Mineral_Medicine,TCM:0100000,Mineral-based medicinal substances,,,C0026162,,,
TCM:0403000,Meridians and Collaterals,经络,2,Traditional_Chinese_Medicine.Theoretical_Concepts.Meridians_and_Collaterals,TCM:0400000,Channel system and acupoints,,,,,TM1:SE,
TCM:1003000,TCM Schools of Thought,中医学派,2,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.TCM_Schools_of_Thought,TCM:1000000,Historical schools and academic traditions,,,,,,
TCM:1303000,Dietary Health Preservation,饮食养生,2,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Dietary_Health_Preservation,TCM:1300000,Health maintenance through dietary practices,,,,,,
TCM:0304000,Tuina Massage,推拿按摩,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Tuina_Massage,TCM:0300000,Therapeutic massage and manipulation techniques,,,C0024875,387854002,,
TCM:0404000,Qi-Blood-Body Fluids,气血津液,2,Traditional_Chinese_Medicine.Theoretical_Concepts.Qi_Blood_Body_Fluids,TCM:0400000,Vital substances in TCM theory,,,,,TM1:SD,
TCM:0504000,Pulse Diagnosis,切诊,2,Traditional_Chinese_Medicine.Diagnostic_Methods.Pulse_Diagnosis,TCM:0500000,Diagnosis through pulse taking and palpation,,,C0034107,,,
TCM:1004000,Famous TCM Practitioners,历代名医,2,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Famous_TCM_Practitioners,TCM:1000000,Notable physicians in TCM history,,,,,,
TCM:1104000,International Standards,国际标准,2,Traditional_Chinese_Medicine.Regulatory_and_Standards.International_Standards,TCM:1100000,International standardization of TCM,,,,,,
TCM:1404000,Dai Medicine,傣医药,2,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Dai_Medicine,TCM:1400000,Traditional medicine of the Dai people,,,,,,
TCM:0204000,Modern Formulas,现代方剂,2,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations,TCM:0200000,Contemporary compound prescriptions,,,,,,
TCM:1304000,Exercise Health Preservation,运动养生,2,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Exercise_Health_Preservation,TCM:1300000,Physical exercise and movement practices for health,,,,,,
TCM:0804000,Drug Compatibility,配伍关系,2,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Compatibility,TCM:0800000,Interactions and combinations of drugs,,,,,,
TCM:0104000,Chinese Herbal Pieces,中药饮片,2,Traditional_Chinese_Medicine.Materia_Medica.Chinese_Herbal_Pieces,TCM:0100000,Processed herbal materials ready for decoction,,,,419666003,,
TCM:0904000,TCM Quality Control,中药质量控制,2,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Quality_Control,TCM:0900000,Standardization and quality assurance methods,,,,,,
TCM:0205000,Chinese Patent Medicine,中成药,2,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections,TCM:0200000,Manufactured TCM products with fixed formulations,,,,419666003,,
TCM:0105000,TCM Active Ingredients,中药活性成分,2,Traditional_Chinese_Medicine.Materia_Medica.TCM_Active_Ingredients,TCM:0100000,Isolated bioactive compounds from TCM sources,,,C0574031,,,
TCM:0405000,TCM Constitution Types,中医体质,2,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Constitution_Types,TCM:0400000,Body constitution classification in TCM (Wang Qi's nine constitution types),,,,,,
TCM:0305000,Scraping Therapy,刮痧疗法,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Scraping_Therapy,TCM:0300000,Treatment using scraping tools on the skin,,,C0872307,,,
TCM:1405000,Miao Medicine,苗医药,2,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Miao_Medicine,TCM:1400000,Traditional medicine of the Miao (Hmong) people,,,,,,
TCM:0505000,Pattern Identification,辨证,2,Traditional_Chinese_Medicine.Diagnostic_Methods.Pattern_Identification,TCM:0500000,Syndrome differentiation methods,,,,,TM1:SC,
TCM:1305000,Daily Life Health Preservation,起居养生,2,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Daily_Life_Health_Preservation,TCM:1300000,Health maintenance through daily life regulation,,,,,,
TCM:0905000,TCM Clinical Research,中医临床研究,2,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Clinical_Research,TCM:0900000,Clinical trial methodologies for TCM,,,,,,
TCM:0805000,Drug Toxicity,药物毒性,2,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Toxicity,TCM:0800000,Toxic properties and contraindications,,,,,,
TCM:1005000,Formula Classics,方书经典,2,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Formula_Classics,TCM:1000000,Classical works focused on formulas and prescriptions,,,,,,
TCM:1406000,Zhuang Medicine,壮医药,2,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Zhuang_Medicine,TCM:1400000,Traditional medicine of the Zhuang people,,,,,,
TCM:0506000,TCM Diagnostic Devices,中医诊断设备,2,Traditional_Chinese_Medicine.Diagnostic_Methods.TCM_Diagnostic_Devices,TCM:0500000,Modern instruments for TCM diagnosis,,,,,,
TCM:0306000,Qigong Therapy,气功疗法,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Qigong_Therapy,TCM:0300000,Therapeutic exercises involving breath and movement,,,C0034991,,,
TCM:0406000,TCM Etiology,中医病因学,2,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Etiology,TCM:0400000,Causes of disease in TCM perspective,,,,,TM1:SA,
TCM:0206000,External Preparations,外用制剂,2,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations,TCM:0200000,"Topical applications including plasters, ointments, and liniments",,,,,,
TCM:0106000,Marine Medicine,海洋药物,2,Traditional_Chinese_Medicine.Materia_Medica.Marine_Medicine,TCM:0100000,"Medicinal substances from marine organisms, classified by marine source environment",,,,,,
TCM:1306000,Preventive Treatment of Disease,治未病,2,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Preventive_Treatment_of_Disease,TCM:1300000,TCM preventive medicine concepts,,,,,,
TCM:0407000,TCM Pathogenesis,中医病机学,2,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Pathogenesis,TCM:0400000,Mechanisms of disease development in TCM,,,,,TM1:SB,
TCM:1407000,Other Ethnic Medicines,其他民族医药,2,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Other_Ethnic_Medicines,TCM:1400000,Traditional medicine of other ethnic groups,,,,,,
TCM:0207000,TCM Injections,中药注射剂,2,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections,TCM:0200000,Injectable preparations derived from TCM,,,,,,
TCM:0307000,TCM Dietary Therapy,中医食疗,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.TCM_Dietary_Therapy,TCM:0300000,Therapeutic use of foods based on TCM principles,,,C0012159,,,
TCM:0308000,Acupuncture Prescriptions,针灸处方,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Other_Therapies,TCM:0300000,Point combinations and protocols for acupuncture treatment,,,,,,
TCM:0309000,Other Therapies,其他疗法,2,Traditional_Chinese_Medicine.Therapeutic_Techniques.Other_Therapies,TCM:0300000,Additional TCM therapeutic methods,,,,,,
TCM:0903001,TCM Databases,中医药数据库,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Informatics.TCM_Databases,TCM:0903000,TCM knowledge databases,,,,,,
TCM:0205001,Pills,丸剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections.Small_Volume_Injections,TCM:0205000,Pill preparations,,,,,,
TCM:0206001,Plasters,膏药,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations.Plasters,TCM:0206000,Medicinal plasters,,,,,,
TCM:0204001,Hospital Preparations,院内制剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations.Plasters,TCM:0204000,Hospital-made preparations,,,,,,
TCM:1203001,Regulating Qi,理气法,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Specific_Treatment_Strategies.Regulating_Qi,TCM:1203000,Strategies for regulating Qi flow,,,,,,
TCM:1004001,Ancient Physicians,古代名医,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Famous_TCM_Practitioners.Ancient_Physicians,TCM:1004000,Physicians before Qing dynasty,,,,,,
TCM:0501001,Spirit Observation,望神,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Inspection_Diagnosis.Spirit_Observation,TCM:0501000,Observation of spirit/vitality,,,,,,
TCM:1103001,Curriculum Standards,课程标准,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Education_Standards.Curriculum_Standards,TCM:1103000,Educational curriculum standards,,,,,,
TCM:0207001,Small Volume Injections,小容量注射剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections.Small_Volume_Injections,TCM:0207000,Small volume injections,,,,,,
TCM:0804001,Seven Relations,七情配伍,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Compatibility.Seven_Relations,TCM:0804000,"Seven drug combination relations: single use, mutual reinforcement, mutual assistance, mutual restraint, mutual antagonism, mutual incompatibility, mutual toxicity",,,,,,
TCM:1301001,Spring Health Preservation,春季养生,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Seasonal_Health_Preservation.Spring_Health_Preservation,TCM:1301000,Nurturing liver Qi in spring,,,,,,
TCM:1003001,Cold-Cool School,寒凉派,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.TCM_Schools_of_Thought.Cold_Cool_School,TCM:1003000,"School emphasizing cold-cool treatment, represented by Liu Wansu",,,,,,
TCM:0407001,Pathogenesis of Qi,气病病机,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Pathogenesis.Pathogenesis_of_Qi,TCM:0407000,Qi-related pathomechanisms,,,,,,
TCM:0301001,Body Acupuncture,体针,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Acupuncture.Body_Acupuncture,TCM:0301000,Standard body acupuncture,,,,44868003,,
TCM:0803001,Cleansing Methods,净制,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Processing_Methods.Cleansing_Methods,TCM:0803000,Cleaning and selecting methods,,,,,,
TCM:1002001,Shennong Bencao Jing,神农本草经,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Herbal_Classics.Shennong_Bencao_Jing,TCM:1002000,"Divine Farmer's Materia Medica, the earliest pharmacopoeia",,,,,,
TCM:1302001,Emotional Regulation,情志调摄,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Emotional_Health_Preservation.Emotional_Regulation,TCM:1302000,Methods of regulating emotions to maintain health,,,,,,
TCM:0502001,Voice and Speech Assessment,听声音,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Auscultation_and_Olfaction.Voice_and_Speech_Assessment,TCM:0502000,Listening to voice and speech,,,,,,
TCM:1303001,Dietary Principles,饮食原则,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Dietary_Health_Preservation.Dietary_Principles,TCM:1303000,General principles of healthy eating in TCM,,,,,,
TCM:0503001,Ten Questions,十问,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Inquiry_Diagnosis.Ten_Questions,TCM:0503000,The ten classic inquiries,,,,,,
TCM:0603001,Heart-related Symptoms,心系症状,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Symptoms_and_Signs.General_Symptoms,TCM:0603000,Symptoms related to the Heart system,,,,,,
TCM:0103001,Native Element Minerals,自然元素矿物药,3,Traditional_Chinese_Medicine.Materia_Medica.Mineral_Medicine.Native_Element_Minerals,TCM:0103000,Native element minerals,,,,,,
TCM:1403100,Uyghur Medical Theory,维医理论,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Uyghur_Medicine.Uyghur_Medical_Theory,TCM:1403000,Theoretical foundations of Uyghur medicine,,,,,,
TCM:0406001,Six Exogenous Pathogens,六淫,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Etiology.Six_Exogenous_Pathogens,TCM:0406000,"Wind, Cold, Summer-heat, Dampness, Dryness, Fire",,,,,,
TCM:0302001,Direct Moxibustion,直接灸,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Moxibustion.Direct_Moxibustion,TCM:0302000,Direct moxa cone application,,,,,,
TCM:0901001,Integrative Diagnosis,结合诊断,3,Traditional_Chinese_Medicine.Integration_and_Modernization.Integrated_TCM_Western_Medicine.Integrative_Diagnosis,TCM:0901000,Combined diagnostic approaches,,,,,,
TCM:1304001,Daoyin Techniques,导引术,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Exercise_Health_Preservation.Daoyin_Techniques,TCM:1304000,Traditional guided exercise techniques,,,,,,
TCM:0401001,Yin-Yang Theory,阴阳学说,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Fundamental_Theories.Yin_Yang_Theory,TCM:0401000,Theory of Yin and Yang,,,,,,
TCM:1305001,Sleep Health,睡眠养生,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Daily_Life_Health_Preservation.Sleep_Health,TCM:1305000,Health-promoting sleep practices,,,,,,
TCM:1404100,Dai Medical Theory,傣医理论,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Dai_Medicine.Dai_Medical_Theory,TCM:1404000,Theoretical foundations of Dai medicine,,,,,,
TCM:0303001,Fire Cupping,火罐,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Cupping_Therapy.Fire_Cupping,TCM:0303000,Fire cupping therapy,,,,,,
TCM:0403001,Twelve Regular Meridians,十二正经,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Meridians_and_Collaterals.Twelve_Regular_Meridians,TCM:0403000,The twelve primary meridians,,,,,,
TCM:0102001,Insect Drugs,昆虫类药,3,Traditional_Chinese_Medicine.Materia_Medica.Animal_derived_Medicine.Insect_Drugs,TCM:0102000,Medicinal insects,,,,,,
TCM:1306001,Prevention Before Disease,未病先防,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Preventive_Treatment_of_Disease.Prevention_Before_Disease,TCM:1306000,Preventing disease before it occurs,,,,,,
TCM:0101001,Root and Rhizome Drugs,根及根茎类药,3,Traditional_Chinese_Medicine.Materia_Medica.Herbal_Medicine.Root_and_Rhizome_Drugs,TCM:0101000,Medicinal roots and rhizomes,,,,,,
TCM:0402001,Five Zang Organs,五脏,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Zang_Fu_Organs.Five_Zang_Organs,TCM:0402000,"Heart, Liver, Spleen, Lung, Kidney",,,,,,
TCM:0304001,Adult Tuina,成人推拿,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Tuina_Massage.Adult_Tuina,TCM:0304000,Adult therapeutic massage,,,,,,
TCM:0504001,Wrist Pulse Taking,寸口脉诊,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Pulse_Diagnosis.Wrist_Pulse_Taking,TCM:0504000,Radial pulse diagnosis,,,,,,
TCM:0106001,Marine Algae Drugs,海藻类药,3,Traditional_Chinese_Medicine.Materia_Medica.Marine_Medicine.Marine_Algae_Drugs,TCM:0106000,Medicinal seaweeds,,,,,,
TCM:1401100,Tibetan Medical Theory,藏医理论,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Tibetan_Medicine.Tibetan_Medical_Theory,TCM:1401000,Theoretical foundations of Tibetan medicine,,,,,,
TCM:1405100,Miao Medical Theory,苗医理论,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Miao_Medicine.Miao_Medical_Theory,TCM:1405000,Theoretical foundations of Miao medicine,,,,,,
TCM:0305001,Traditional Guasha,传统刮痧,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Scraping_Therapy.Traditional_Guasha,TCM:0305000,Traditional scraping therapy,,,,,,
TCM:0505001,Eight Principles Differentiation,八纲辨证,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Pattern_Identification.Eight_Principles_Differentiation,TCM:0505000,"Yin-Yang, Interior-Exterior, Cold-Heat, Deficiency-Excess",,,,,,
TCM:0802001,Exterior-Releasing Drugs,解表药,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Actions.Exterior_Releasing_Drugs,TCM:0802000,Drugs that release the exterior,,,,,,
TCM:1005001,Taiping Shenghui Fang,太平圣惠方,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Formula_Classics.Taiping_Shenghui_Fang,TCM:1005000,Taiping Holy Prescriptions for Universal Relief,,,,,,
TCM:0306001,Baduanjin,八段锦,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Qigong_Therapy.Baduanjin,TCM:0306000,Eight Pieces of Brocade,,,,,,
TCM:0602001,Deficiency Patterns,虚证,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Syndrome_Patterns.Deficiency_Patterns,TCM:0602000,Deficiency syndrome patterns,,,,,,
TCM:1104001,ISO TCM Standards,ISO中医药标准,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.International_Standards.ISO_TCM_Standards,TCM:1104000,ISO/TC 249 TCM standards,,,,,,
TCM:0801001,Four Natures,四气,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Properties.Four_Natures,TCM:0801000,"Cold, Hot, Warm, Cool properties",,,,,,
TCM:0405001,Balanced Constitution,平和质,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Constitution_Types.Balanced_Constitution,TCM:0405000,Balanced/normal constitution,,,,,,
TCM:0105001,Alkaloids,生物碱类,3,Traditional_Chinese_Medicine.Materia_Medica.TCM_Active_Ingredients.Alkaloids,TCM:0105000,Alkaloid compounds,,,C0002062,,,
